485,1.9394572498613112,-0.23052580806571576,0.03344947561112605,2.042747974395752,4.359707723816798e-06,0.0001469958778972223,5.8466768144773936e-05,3.5448669285887816e-05,1.947203684005351e-05,0.3790000081062317,0.0006125657819211483
486,1.942875241180057,-0.234065828096919,0.03347476919990759,2.0280508995056152,1.3805521710890325e-05,0.0001450051372207923,6.269383770775512e-05,3.4971567606216864e-05,2.2221090014109183e-05,0.3790000081062317,0.0006125657819211483
487,1.948671763510991,-0.22857448147447545,0.031139106689961386,2.0387561321258545,1.453332909855066e-06,0.00014301401228609365,6.183394644513188e-05,3.449479477362727e-05,2.191865391023981e-05,0.8500000238418579,-0.15000000596046448
488,1.9592560654972928,-0.20584418109388736,0.02426334733264365,2.049021005630493,4.3581468480690895e-06,0.00014035918022744693,6.068721129486383e-05,3.38587177590038e-05,2.1514782812208746e-05,0.8500000238418579,-0.30000001192092896
489,1.974719502389551,-0.16352527146173723,0.012372114742689063,2.1370444297790527,4.359707723816798e-06,0.00014599892824055806,5.9827535013690646e-05,2.9407874987700877e-05,2.1212074689576467e-05,0.8500000238418579,-0.45000001788139343
490,1.9717894080283183,-0.12312040482459508,-0.004702746520452432,2.217021942138672,1.453332909855066e-06,0.00014400788754970412,5.896742956367434e-05,3.2745864933307626e-05,2.0909372757151852e-05,0.44440707564353943,-0.6000000238418579
491,1.8865064268822505,-0.14700201263692025,-0.027137212709069308,2.2712111473083496,4.359420321607685e-06,0.00013305838677323865,5.782113898646658e-05,3.2110117475453386e-05,2.05060337791133e-05,0.013787809759378433,-0.75
492,1.783030543606999,-0.17284117488673845,-0.05400692043536371,2.2024524211883545,4.359707723816798e-06,0.00013106726150092878,5.158764175135025e-05,3.163317470333538e-05,1.7050403375282443e-05,-0.27434292435646057,-0.800000011920929
493,1.6664281868056878,-0.19874527994649172,-0.08405913155549868,2.149815797805786,4.359707723816798e-06,0.0001290764390968124,5.072774920269029e-05,3.1156237858609305e-05,1.674746365592063e-05,0.11910118907690048,-0.800000011920929
494,1.5460396740013238,-0.22129442943062183,-0.11469138541656072,2.1093590259552,4.359707723816798e-06,0.00012708531326517677,5.524144897932622e-05,3.0679300673423295e-05,1.6444759759633662e-05,0.40057358145713806,-0.800000011920929
495,1.4239406780774368,-0.23975572357295682,-0.14534552562806752,2.1031267642974854,4.359707723816798e-06,0.00012509419007240637,5.438155827699005e-05,3.0202366195667404e-05,1.9295220253193824e-05,0.6169524192810059,-0.800000011920929
