timestamp,min_dist_to_left_bnd,min_dist_to_right_bnd,heading_delta,speed,curvature_5,curvature_10,curvature_15,curvature_20,curvature_25,accel,steering_angle
2491,1.3739948821075814,-1.3475822150812746,0.4287785466555553,1.7276461124420166,0.09329009357306177,0.06514425991297952,0.031489761508994386,0.01830775822108841,0.01191018909632053,0.35499998927116394,-0.11412087082862854
2492,1.4116360416392126,-1.371565510844448,0.4249627662003241,1.729219913482666,0.09329009357306177,0.06514425991297952,0.031489761508994386,0.01830775822108841,0.01191018909632053,0.35499998927116394,-0.11412087082862854
2493,1.4489017551031793,-1.393794954697114,0.42079064027859453,1.7320678234100342,0.09328671088291116,0.06506331109290014,0.03144502605340009,0.01827918116507992,0.011892597498156505,0.8500000238418579,-0.15000000596046448
2494,1.4718057459158445,-1.427141748894428,0.4236894438223033,1.762580394744873,0.09328717562887852,0.06390352193684128,0.030832528685671937,0.01791385266688301,0.011654352500363757,0.8500000238418579,-0.30000001192092896
2495,1.4972520513583731,-1.449748306247784,0.42289282100430375,1.8236908912658691,0.09327676055957002,0.06270060706770772,0.03019844304790977,0.01753608061772034,0.011405003717336392,0.8500000238418579,-0.45000001788139343
2496,1.5242669682229462,-1.4603502847494383,0.4183548930321446,1.919703722000122,0.0932819704914001,0.06143297425210396,0.02953364250897073,0.01714054759481791,0.011145617977333516,0.8500000238418579,-0.6000000238418579
2497,1.5540155239286833,-1.456648523475451,0.40913793864073195,2.0484328269958496,0.09328990360166964,0.06008947890753343,0.028832528894801784,0.01672581981576175,0.010872529618019494,0.8500000238418579,-0.75
2498,1.58530079490356,-1.4362576204302968,0.39508391242638274,2.1925384998321533,0.09328720453345102,0.05866691108418184,0.028093927221319502,0.016285607708382166,0.010585196695219767,0.8500000238418579,-0.800000011920929
2499,1.6186343401814156,-1.3982161797039225,0.3760133584589162,2.3564817905426025,0.09328551327025975,0.057167037395016815,0.027319407019580404,0.015826625330167304,0.010284505180670261,0.13458256423473358,-0.800000011920929
2500,1.6514687940652948,-1.35030817927327,0.3548508066050289,2.430027723312378,0.09328575943806551,0.05561335343932951,0.026521390527333127,0.015354373503254033,0.00997523544280302,-0.699999988079071,-0.800000011920929
2501,1.6831159126304556,-1.2963939816690981,0.33291585111374805,2.3873050212860107,0.09328525201604683,0.054081383234673194,0.02573861333623081,0.014891760510488966,0.009672386275163114,-0.699999988079071,-0.800000011920929
2502,1.7144734675057407,-1.2364625478403468,0.3099471228310399,2.116255760192871,0.0932847245466244,0.05269492092421399,0.025033557038445172,0.014477460686631968,0.009400077171042886,-0.699999988079071,-0.800000011920929
2503,1.7451822718703625,-1.178670834260629,0.28814031840080195,1.6021111011505127,0.09328467452949026,0.05158297005700223,0.02447041953598358,0.014143557376363945,0.009182806643849213,0.6209417581558228,-0.800000011920929
2504,1.778271848017539,-1.12370132435899,0.26682851112890704,1.5442392826080322,0.09328244438835248,0.05123681551453762,0.02429548200946762,0.01404046418082992,0.009116875509276793,0.8500000238418579,-0.800000011920929
2505,1.8139920340427125,-1.06133811116797,0.24350593669900253,1.6181361675262451,0.09328244438835248,0.05123681551453762,0.02429548200946762,0.01404046418082992,0.009116875509276793,0.8500000238418579,-0.800000011920929
2506,1.8498938601496775,-0.9934658358852175,0.21927958991317842,1.706286907196045,0.09328244438835248,0.05123681551453762,0.02429548200946762,0.01404046418082992,0.009116875509276793,0.8500000238418579,-0.800000011920929
